t,x,tachyon_field,tachyon_velocity,tachyon_gradient,gauge_field,potential,energy_density,is_soliton_core
13.5000,4.2188,2.572997,-0.087327,0.101678,-0.004626,0.151730,0.160713,0
13.5000,4.2969,2.580504,-0.087504,0.090570,-0.004507,0.150608,0.158539,0
13.5000,4.3750,2.587148,-0.087654,0.079600,-0.004397,0.149622,0.156633,0
13.5000,4.4531,2.592941,-0.087779,0.068747,-0.004299,0.148767,0.154984,0
13.5000,4.5312,2.597890,-0.087871,0.057996,-0.004214,0.148041,0.153585,0
13.5000,4.6094,2.602003,-0.087940,0.047335,-0.004142,0.147440,0.152429,0
13.5000,4.6875,2.605286,-0.087995,0.036747,-0.004083,0.146962,0.151510,0
13.5000,4.7656,2.607744,-0.088037,0.026209,-0.004038,0.146605,0.150825,0
13.5000,4.8438,2.609381,-0.088062,0.015707,-0.004008,0.146368,0.150370,0
13.5000,4.9219,2.610199,-0.088070,0.005232,-0.003994,0.146249,0.150143,0
15.0000,-5.0000,-2.567704,0.026891,0.005219,0.000269,0.152525,0.152907,0
15.0000,-4.9219,-2.566888,0.026913,0.015660,0.000284,0.152648,0.153140,0
15.0000,-4.8438,-2.565257,0.026962,0.026113,0.000316,0.152895,0.153606,0
15.0000,-4.7656,-2.562808,0.027035,0.036594,0.000364,0.153265,0.154307,0
15.0000,-4.6875,-2.559539,0.027129,0.047110,0.000427,0.153761,0.155246,0
15.0000,-4.6094,-2.555447,0.027246,0.057667,0.000505,0.154384,0.156426,0
15.0000,-4.5312,-2.550528,0.027389,0.068279,0.000598,0.155136,0.157850,0
15.0000,-4.4531,-2.544778,0.027553,0.078958,0.000706,0.156020,0.159525,0
15.0000,-4.3750,-2.538191,0.027735,0.089711,0.000826,0.157038,0.161457,0
15.0000,-4.2969,-2.530761,0.027939,0.100550,0.000960,0.158195,0.163651,0
15.0000,-4.2188,-2.522480,0.028167,0.111486,0.001106,0.159493,0.166116,0
15.0000,-4.1406,-2.513341,0.028410,0.122533,0.001263,0.160938,0.168862,0
15.0000,-4.0625,-2.503335,0.028667,0.133701,0.001431,0.162536,0.171898,0
15.0000,-3.9844,-2.492451,0.028946,0.145002,0.001607,0.164290,0.175237,0
15.0000,-3.9062,-2.480678,0.029241,0.156449,0.001792,0.166209,0.178890,0
15.0000,-3.8281,-2.468005,0.029545,0.168057,0.001983,0.168299,0.182873,0
15.0000,-3.7500,-2.454419,0.029859,0.179842,0.002180,0.170567,0.187202,0
15.0000,-3.6719,-2.439905,0.030188,0.191816,0.002381,0.173024,0.191895,0
15.0000,-3.5938,-2.424448,0.030525,0.203993,0.002585,0.175677,0.196969,0
15.0000,-3.5156,-2.408031,0.030864,0.216392,0.002790,0.178539,0.202448,0
15.0000,-3.4375,-2.390636,0.031207,0.229035,0.002995,0.181620,0.208357,0
15.0000,-3.3594,-2.372244,0.031550,0.241935,0.003197,0.184933,0.214719,0
15.0000,-3.2812,-2.352834,0.031893,0.255109,0.003395,0.188494,0.221565,0
15.0000,-3.2031,-2.332384,0.032232,0.268583,0.003589,0.192316,0.228926,0
15.0000,-3.1250,-2.310868,0.032557,0.282379,0.003775,0.196418,0.236840,0
15.0000,-3.0469,-2.288262,0.032868,0.296520,0.003952,0.200819,0.245343,0
15.0000,-2.9688,-2.264537,0.033167,0.311029,0.004119,0.205538,0.254480,0
15.0000,-2.8906,-2.239664,0.033446,0.325931,0.004273,0.210600,0.264296,0
15.0000,-2.8125,-2.213610,0.033698,0.341256,0.004415,0.216030,0.274846,0
15.0000,-2.7344,-2.186342,0.033917,0.357039,0.004542,0.221854,0.286187,0
15.0000,-2.6562,-2.157823,0.034101,0.373306,0.004651,0.228106,0.298384,0
15.0000,-2.5781,-2.128013,0.034245,0.390090,0.004742,0.234818,0.311506,0
15.0000,-2.5000,-2.096872,0.034349,0.407427,0.004815,0.242028,0.325632,0
15.0000,-2.4219,-2.064353,0.034398,0.425357,0.004868,0.249778,0.340848,0
15.0000,-2.3438,-2.030410,0.034385,0.443921,0.004900,0.258115,0.357252,0
15.0000,-2.2656,-1.994990,0.034311,0.463163,0.004911,0.267089,0.374948,0
15.0000,-2.1875,-1.958040,0.034171,0.483121,0.004898,0.276757,0.394053,0
15.0000,-2.1094,-1.919502,0.033959,0.503843,0.004864,0.287181,0.414695,0
15.0000,-2.0312,-1.879315,0.033670,0.525380,0.004808,0.298431,0.437017,0
15.0000,-1.9531,-1.837412,0.033294,0.547785,0.004731,0.310584,0.461177,0
15.0000,-1.8750,-1.793723,0.032826,0.571112,0.004633,0.323722,0.487349,0
15.0000,-1.7969,-1.748176,0.032270,0.595411,0.004512,0.337940,0.515721,0
15.0000,-1.7188,-1.700690,0.031621,0.620735,0.004372,0.353339,0.546497,0
15.0000,-1.6406,-1.651186,0.030878,0.647140,0.004213,0.370029,0.579902,0
15.0000,-1.5625,-1.599575,0.030040,0.674680,0.004038,0.388130,0.616178,0
15.0000,-1.4844,-1.545767,0.029098,0.703408,0.003849,0.407771,0.655585,0
15.0000,-1.4062,-1.489667,0.028057,0.733371,0.003646,0.429086,0.698397,0
15.0000,-1.3281,-1.431178,0.026917,0.764606,0.003432,0.452217,0.744891,0
15.0000,-1.2500,-1.370198,0.025682,0.797133,0.003208,0.477306,0.795347,0
15.0000,-1.1719,-1.306626,0.024358,0.830960,0.002978,0.504487,0.850032,1
15.0000,-1.0938,-1.240360,0.022944,0.866065,0.002744,0.533883,0.909182,1
15.0000,-1.0156,-1.171303,0.021441,0.902394,0.002511,0.565586,0.972975,1
15.0000,-0.9375,-1.099361,0.019850,0.939846,0.002282,0.599641,1.041496,1
15.0000,-0.8594,-1.024452,0.018170,0.978248,0.002058,0.636019,1.114672,1
15.0000,-0.7812,-0.946510,0.016405,1.017345,0.001843,0.674583,1.192218,1
15.0000,-0.7031,-0.865492,0.014559,1.056770,0.001638,0.715047,1.273540,1
15.0000,-0.6250,-0.781390,0.012634,1.096024,0.001445,0.756923,1.357644,1
15.0000,-0.5469,-0.694238,0.010634,1.134459,0.001268,0.799476,1.443039,1
15.0000,-0.4688,-0.604130,0.008563,1.171261,0.001108,0.841676,1.527648,1
15.0000,-0.3906,-0.511229,0.006425,1.205458,0.000970,0.882186,1.608781,1
15.0000,-0.3125,-0.415778,0.004229,1.235949,0.000854,0.919381,1.683186,1
15.0000,-0.2344,-0.318112,0.001984,1.261565,0.000762,0.951452,1.747239,1
15.0000,-0.1562,-0.218658,-0.000292,1.281177,0.000698,0.976561,1.797281,1
15.0000,-0.0781,-0.117928,-0.002580,1.293811,0.000661,0.993087,1.830076,1
15.0000,0.0000,-0.016500,-0.004860,1.298788,0.000653,0.999864,1.843313,1
15.0000,0.0781,0.085008,-0.007104,1.295822,0.000673,0.996398,1.836013,1
15.0000,0.1562,0.185972,-0.009292,1.285067,0.000720,0.982953,1.808706,1
15.0000,0.2344,0.285800,-0.011405,1.267093,0.000795,0.960505,1.763344,1
15.0000,0.3125,0.383956,-0.013429,1.242798,0.000895,0.930561,1.702935,1
15.0000,0.3906,0.479987,-0.015357,1.213281,0.001018,0.894917,1.631070,1
15.0000,0.4688,0.573531,-0.017185,1.179714,0.001163,0.855412,1.551432,1
15.0000,0.5469,0.664317,-0.018912,1.143229,0.001325,0.813740,1.467413,1
15.0000,0.6250,0.752160,-0.020540,1.104848,0.001504,0.771330,1.381893,1
15.0000,0.7031,0.836950,-0.022069,1.065437,0.001697,0.729304,1.297132,1
15.0000,0.7812,0.918635,-0.023503,1.025697,0.001900,0.688485,1.214793,1
15.0000,0.8594,0.997215,-0.024840,0.986173,0.002112,0.649429,1.136010,1
15.0000,0.9375,1.072724,-0.026082,0.947267,0.002330,0.612481,1.061481,1
15.0000,1.0156,1.145225,-0.027232,0.909268,0.002552,0.577817,0.991574,1
15.0000,1.0938,1.214797,-0.028292,0.872368,0.002775,0.545497,0.926411,1
15.0000,1.1719,1.281533,-0.029263,0.836688,0.002995,0.515495,0.865948,1
15.0000,1.2500,1.345530,-0.030148,0.802299,0.003208,0.487731,0.810027,1
15.0000,1.3281,1.406892,-0.030943,0.769227,0.003413,0.462092,0.758425,0
15.0000,1.4062,1.465722,-0.031646,0.737474,0.003605,0.438445,0.710880,0
15.0000,1.4844,1.522122,-0.032258,0.707020,0.003785,0.416650,0.667110,0
15.0000,1.5625,1.576194,-0.032776,0.677827,0.003951,0.396568,0.626831,0
15.0000,1.6406,1.628033,-0.033209,0.649847,0.004100,0.378061,0.589763,0
15.0000,1.7188,1.677732,-0.033560,0.623025,0.004231,0.360998,0.555643,0
15.0000,1.7969,1.725380,-0.033830,0.597306,0.004341,0.345259,0.524221,0
15.0000,1.8750,1.771061,-0.034024,0.572636,0.004430,0.330729,0.495268,0
15.0000,1.9531,1.814855,-0.034140,0.548959,0.004498,0.317307,0.468573,0
15.0000,2.0312,1.856836,-0.034183,0.526218,0.004544,0.304896,0.443940,0
15.0000,2.1094,1.897076,-0.034162,0.504358,0.004568,0.293411,0.421191,0
15.0000,2.1875,1.935642,-0.034083,0.483321,0.004571,0.282773,0.400164,0
15.0000,2.2656,1.972595,-0.033951,0.463059,0.004552,0.272911,0.380711,0
15.0000,2.3438,2.007995,-0.033771,0.443525,0.004510,0.263761,0.362702,0
15.0000,2.4219,2.041896,-0.033542,0.424675,0.004449,0.255265,0.346017,0
15.0000,2.5000,2.074350,-0.033272,0.406462,0.004368,0.247371,0.330548,0
15.0000,2.5781,2.105406,-0.032973,0.388846,0.004269,0.240032,0.316194,0
15.0000,2.6562,2.135107,-0.032645,0.371784,0.004153,0.233204,0.302868,0
15.0000,2.7344,2.163497,-0.032293,0.355243,0.004020,0.226849,0.290490,0
15.0000,2.8125,2.190614,-0.031919,0.339192,0.003872,0.220932,0.278988,0
15.0000,2.8906,2.216496,-0.031528,0.323595,0.003713,0.215422,0.268298,0
15.0000,2.9688,2.241176,-0.031125,0.308420,0.003542,0.210289,0.258357,0
15.0000,3.0469,2.264686,-0.030720,0.293639,0.003361,0.205508,0.249115,0
15.0000,3.1250,2.287057,-0.030308,0.279227,0.003173,0.201056,0.240522,0
15.0000,3.2031,2.308315,-0.029890,0.265159,0.002977,0.196911,0.232535,0
15.0000,3.2812,2.328488,-0.029476,0.251412,0.002778,0.193053,0.225114,0
15.0000,3.3594,2.347598,-0.029068,0.237960,0.002577,0.189465,0.218222,0
15.0000,3.4375,2.365669,-0.028666,0.224782,0.002374,0.186132,0.211827,0
15.0000,3.5156,2.382721,-0.028273,0.211863,0.002170,0.183039,0.205902,0
15.0000,3.5938,2.398773,-0.027888,0.199183,0.001970,0.180172,0.200417,0
15.0000,3.6719,2.413843,-0.027515,0.186719,0.001773,0.177521,0.195349,0
15.0000,3.7500,2.427947,-0.027162,0.174457,0.001580,0.175073,0.190676,0
15.0000,3.8281,2.441102,-0.026823,0.162384,0.001393,0.172820,0.186380,0
15.0000,3.9062,2.453320,-0.026497,0.150483,0.001214,0.170752,0.182440,0
15.0000,3.9844,2.464615,-0.026190,0.138738,0.001043,0.168862,0.178843,0
15.0000,4.0625,2.474998,-0.025908,0.127135,0.000882,0.167142,0.175572,0
15.0000,4.1406,2.484480,-0.025643,0.115661,0.000731,0.165587,0.172616,0
15.0000,4.2188,2.493070,-0.025397,0.104306,0.000591,0.164190,0.169963,0
15.0000,4.2969,2.500777,-0.025176,0.093055,0.000463,0.162946,0.167602,0
15.0000,4.3750,2.507610,-0.024979,0.081894,0.000348,0.161851,0.165526,0
15.0000,4.4531,2.513573,-0.024803,0.070813,0.000246,0.160902,0.163725,0
15.0000,4.5312,2.518674,-0.024651,0.059804,0.000157,0.160094,0.162193,0
15.0000,4.6094,2.522918,-0.024525,0.048853,0.000083,0.159424,0.160926,0
15.0000,4.6875,2.526308,-0.024424,0.037947,0.000024,0.158892,0.159917,0
15.0000,4.7656,2.528847,-0.024347,0.027078,-0.000022,0.158494,0.159163,0
15.0000,4.8438,2.530539,-0.024295,0.016238,-0.000052,0.158229,0.158663,0
15.0000,4.9219,2.531384,-0.024271,0.005412,-0.000067,0.158097,0.158413,0
