idx,mu_sym,c4_pta_product,c4_c0_ratio_split,pta_suppression_split,screening_suppression_factor,phi_center_ratio,numerically_stable,log10_ssf,log10_pcr,gamma_theta_0,gamma_theta_1,gamma_theta_2,gamma_theta_3,gamma_theta_4,gamma_theta_5,gamma_theta_6,gamma_theta_7,gamma_theta_8,gamma_theta_9,gamma_theta_10,gamma_theta_11,gamma_theta_12,gamma_theta_13,gamma_theta_14,pta_max_deviation_from_hd,wall_time_seconds,error
22,24.65322818922717,156.38654436660053,31277.308873320108,0.005,nan,nan,False,nan,nan,156.8079569215301,116.83403766145703,30.18334151884838,-45.96061664052603,-65.54739522663255,-25.956541541216595,32.41031625564523,58.4859681185298,30.210327730238244,-28.460782147373425,-66.03973530349138,-43.53911470061577,34.20758920604529,119.80181543804471,156.63654436660204,156.38654436660053,0.18252825736999512,
23,3.6394076575288583,0.004377887028428219,0.8755774056856439,0.005,0.0006136530986396668,5.4467007834130985e-14,True,-3.212077068471593,-13.263866482204726,0.5039720775994292,0.4122374690641551,0.2591728128028539,0.10384068660896943,-0.02394803048460277,-0.10920410755552488,-0.14767304298750966,-0.1426840329758065,-0.10221584595800101,-0.036676417529521915,0.042303062208963474,0.12240906842732878,0.191291114270461,0.23789316034108318,0.25437788702992836,0.004377887028428229,0.02623605728149414,
24,0.32160528678927686,2.2535781592406563,450.71563184813124,0.005,5.096946978405588e-05,1.2788915573557923e-14,True,-4.292689884187562,-13.893166279632888,2.7520478855576744,2.0866991457309343,0.6895636298283632,-0.5586913161883875,-0.9663531562577571,-0.48095901862043816,0.3205992673512359,0.7005552144854955,0.3337608564873619,-0.4454922549370776,-0.9081361216597904,-0.5055622236787984,0.6805378656746023,1.9575470862821949,2.5035781592421564,2.2535781592406563,0.02412581443786621,
25,0.5804789060354227,0.00039693520511698563,0.07938704102339712,0.005,7.554195825954073e-05,1.5626045815738136e-14,True,-4.121811761230901,-13.80615090666838,0.4999931160115263,0.4092737706567051,0.25841104644129786,0.10501332917758517,-0.022280028995320316,-0.10854612328915576,-0.1485018573579684,-0.14417651670931014,-0.10298749900729307,-0.03595283760939084,0.04398528350722399,0.1235205405764221,0.19042517637639533,0.23484947431787,0.2503969352066171,0.0003969352051169661,0.016997575759887695,
26,6.365473806462787,25.30588167845664,5061.176335691328,0.005,0.0019085749706424758,1.4760789433242101e-13,True,-2.719290775878968,-12.830890415051412,25.79282664568503,19.248442934714294,5.100686938201866,-7.349055432878135,-10.625168009601238,-4.291116411229407,5.119974210052959,9.343007961778707,4.802134525228011,-4.635491199811913,-10.649292929163101,-6.941709776135948,5.694882185518473,19.582471259804333,25.55588167845814,25.30588167845664,0.06155252456665039,
27,14.079460940736778,0.08868833605670075,17.73766721134015,0.005,nan,nan,False,nan,nan,0.5882403764966793,0.47500405218463293,0.2753058550620814,0.07900591696148682,-0.059273741717214244,-0.12313920433973465,-0.13012002681552826,-0.11107551839840085,-0.08587341882816568,-0.052000729573908874,0.006676197248990497,0.09886979437137385,0.20963034968942892,0.302353758385883,0.33868833605820087,0.08868833605670073,0.17143750190734863,
28,0.014367369149378011,0.1122591401457814,22.451828029156278,0.005,3.0205920217482438e-05,1.0214482056496673e-14,True,-4.519907929036083,-13.990783650148355,0.6117993966077108,0.49255180398912946,0.27981619491717563,0.07206282157170944,-0.0691498060528709,-0.12703506114098168,-0.12521270263292908,-0.10223867654501398,-0.08130454091733579,-0.05628497145805608,-0.003284061105202983,0.09228888271016286,0.21475747841648699,0.32037510859206497,0.36225914014728156,0.11225914014578142,0.006803989410400391,
29,0.036938225686732176,0.0020133263702046883,0.40266527404093766,0.005,3.050506506675509e-05,9.878153024018116e-15,True,-4.515628044328287,-14.005324250398411,0.5016086990786833,0.4104771250639941,0.2587203474505364,0.1045371995553634,-0.022957289859127185,-0.1088132855162136,-0.14816533275647426,-0.14357052155339142,-0.10267418369307979,-0.03624663372701426,0.04330224895545969,0.1230692480610203,0.19077677429156883,0.23608530620320306,0.2520133263717048,0.002013326370204682,0.006136655807495117,
30,41.80123650095133,5.034142803656999,1006.8285607313998,0.005,nan,nan,False,nan,nan,5.531222415635528,4.156745550264906,1.2216325184407304,-1.3777437969889295,-2.1313976415423976,-0.9405395081241775,0.8994989972567525,1.7430062879814985,0.8727352731214423,-0.9508891631700899,-2.083112678431262,-1.2818891671311627,1.2853671626281753,4.0834622242883825,5.284142803658499,5.034142803656999,0.13196396827697754,
31,2.8587672326255826,1.409815658062636e-05,0.0028196313161252718,0.005,0.00041464278000055124,4.1360778571138046e-14,True,-3.382325892402049,-13.3834112947215,0.4996104703583856,0.4089887600357737,0.2583377894920867,0.1051260989471986,-0.02211962193805028,-0.10848284677497012,-0.1485815621274441,-0.14432004471288384,-0.103061706731726,-0.03588325294388922,0.04414705804391642,0.12362742775717057,0.19034190154105604,0.2345567715107235,0.25001409815808073,1.4098156580599763e-05,0.016207218170166016,
